pID,condition,task,interaction,trial,attempt,dataset,category,videos,loadTime,elapsedTime,totalCorrect,falseNegatives,falsePositives,incompleteTrial
42,1,4,overlays,2,9,scatterplots,scatterplots,scatterplot-41;scatterplot-35;scatterplot-33;scatterplot-26;scatterplot-27;scatterplot-90;scatterplot-69;scatterplot-13;scatterplot-4;,2004,116084,0,1,1,FALSE
42,1,4,overlays,2,10,scatterplots,scatterplots,scatterplot-41;scatterplot-35;scatterplot-33;scatterplot-26;scatterplot-27;scatterplot-90;scatterplot-69;scatterplot-13;scatterplot-4;,2004,122708,1,0,0,FALSE
54,6,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1466,127485,1,0,0,FALSE
54,6,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-10;scatterplot-95;scatterplot-61;scatterplot-17;scatterplot-49;scatterplot-26;scatterplot-64;scatterplot-39;scatterplot-48;,1784,39514,1,0,0,FALSE
54,6,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-25;scatterplot-61;scatterplot-48;scatterplot-17;scatterplot-57;scatterplot-12;scatterplot-97;scatterplot-10;scatterplot-92;,2021,25193,0,1,1,FALSE
54,6,4,shadowMarkers,2,2,scatterplots,scatterplots,scatterplot-25;scatterplot-61;scatterplot-48;scatterplot-17;scatterplot-57;scatterplot-12;scatterplot-97;scatterplot-10;scatterplot-92;,2021,60311,0,1,1,FALSE
54,6,4,shadowMarkers,2,3,scatterplots,scatterplots,scatterplot-25;scatterplot-61;scatterplot-48;scatterplot-17;scatterplot-57;scatterplot-12;scatterplot-97;scatterplot-10;scatterplot-92;,2021,72462,0,1,1,FALSE
54,6,4,shadowMarkers,2,4,scatterplots,scatterplots,scatterplot-25;scatterplot-61;scatterplot-48;scatterplot-17;scatterplot-57;scatterplot-12;scatterplot-97;scatterplot-10;scatterplot-92;,2021,102321,1,0,0,FALSE
56,3,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1224,35664,1,0,0,FALSE
56,3,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-92;scatterplot-12;scatterplot-6;scatterplot-5;scatterplot-25;scatterplot-19;scatterplot-30;scatterplot-42;scatterplot-65;,954,30213,0,1,1,FALSE
56,3,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-92;scatterplot-12;scatterplot-6;scatterplot-5;scatterplot-25;scatterplot-19;scatterplot-30;scatterplot-42;scatterplot-65;,954,33654,0,1,1,FALSE
56,3,4,smallMultiples,1,3,scatterplots,scatterplots,scatterplot-92;scatterplot-12;scatterplot-6;scatterplot-5;scatterplot-25;scatterplot-19;scatterplot-30;scatterplot-42;scatterplot-65;,954,40053,1,0,0,FALSE
56,3,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-29;scatterplot-58;scatterplot-47;scatterplot-64;scatterplot-44;scatterplot-21;scatterplot-4;scatterplot-8;scatterplot-56;,1181,25146,1,0,0,FALSE
41,5,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,6288,6218,0,1,1,FALSE
41,5,4,overlays,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,6288,14330,1,0,0,FALSE
41,5,4,overlays,1,1,scatterplots,scatterplots,scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;,6228,49310,0,1,1,FALSE
41,5,4,overlays,1,2,scatterplots,scatterplots,scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;,6228,54818,0,1,1,FALSE
41,5,4,overlays,1,3,scatterplots,scatterplots,scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;,6228,58978,0,1,1,FALSE
41,5,4,overlays,1,4,scatterplots,scatterplots,scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;,6228,62611,0,1,1,FALSE
41,5,4,overlays,1,5,scatterplots,scatterplots,scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;,6228,70412,0,1,1,FALSE
41,5,4,overlays,1,6,scatterplots,scatterplots,scatterplot-24;scatterplot-1;scatterplot-23;scatterplot-87;scatterplot-27;scatterplot-66;scatterplot-26;scatterplot-79;scatterplot-6;,6228,75700,1,0,0,FALSE
41,5,4,overlays,2,1,scatterplots,scatterplots,scatterplot-25;scatterplot-39;scatterplot-29;scatterplot-41;scatterplot-64;scatterplot-75;scatterplot-19;scatterplot-78;scatterplot-93;,6736,8774,1,0,0,FALSE
52,3,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,4062,18123,0,1,1,FALSE
52,3,4,smallMultiples,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,4062,25181,1,0,0,FALSE
52,3,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-79;scatterplot-90;scatterplot-85;scatterplot-45;scatterplot-33;scatterplot-4;scatterplot-78;scatterplot-56;scatterplot-68;,3688,13521,0,1,1,FALSE
52,3,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-79;scatterplot-90;scatterplot-85;scatterplot-45;scatterplot-33;scatterplot-4;scatterplot-78;scatterplot-56;scatterplot-68;,3688,19124,0,1,1,FALSE
52,3,4,smallMultiples,1,3,scatterplots,scatterplots,scatterplot-79;scatterplot-90;scatterplot-85;scatterplot-45;scatterplot-33;scatterplot-4;scatterplot-78;scatterplot-56;scatterplot-68;,3688,24021,0,1,1,FALSE
52,3,4,smallMultiples,1,4,scatterplots,scatterplots,scatterplot-79;scatterplot-90;scatterplot-85;scatterplot-45;scatterplot-33;scatterplot-4;scatterplot-78;scatterplot-56;scatterplot-68;,3688,31679,1,0,0,FALSE
52,3,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-35;scatterplot-79;scatterplot-20;scatterplot-78;scatterplot-17;scatterplot-64;scatterplot-10;scatterplot-22;scatterplot-61;,3921,9680,0,1,1,FALSE
52,3,4,smallMultiples,2,2,scatterplots,scatterplots,scatterplot-35;scatterplot-79;scatterplot-20;scatterplot-78;scatterplot-17;scatterplot-64;scatterplot-10;scatterplot-22;scatterplot-61;,3921,13746,0,1,1,FALSE
52,3,4,smallMultiples,2,3,scatterplots,scatterplots,scatterplot-35;scatterplot-79;scatterplot-20;scatterplot-78;scatterplot-17;scatterplot-64;scatterplot-10;scatterplot-22;scatterplot-61;,3921,18791,0,1,1,FALSE
52,3,4,smallMultiples,2,4,scatterplots,scatterplots,scatterplot-35;scatterplot-79;scatterplot-20;scatterplot-78;scatterplot-17;scatterplot-64;scatterplot-10;scatterplot-22;scatterplot-61;,3921,22101,0,1,1,FALSE
52,3,4,smallMultiples,2,5,scatterplots,scatterplots,scatterplot-35;scatterplot-79;scatterplot-20;scatterplot-78;scatterplot-17;scatterplot-64;scatterplot-10;scatterplot-22;scatterplot-61;,3921,26089,0,1,1,FALSE
52,3,4,smallMultiples,2,6,scatterplots,scatterplots,scatterplot-35;scatterplot-79;scatterplot-20;scatterplot-78;scatterplot-17;scatterplot-64;scatterplot-10;scatterplot-22;scatterplot-61;,3921,30088,1,0,0,FALSE
56,3,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,1128,45767,1,0,0,FALSE
56,3,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-61;scatterplot-82;scatterplot-24;scatterplot-39;scatterplot-69;scatterplot-99;scatterplot-35;scatterplot-12;scatterplot-30;,858,24706,1,0,0,FALSE
56,3,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-32;scatterplot-17;scatterplot-40;scatterplot-4;scatterplot-21;scatterplot-69;scatterplot-77;scatterplot-57;scatterplot-97;,1341,11528,1,0,0,FALSE
52,3,4,shadowMarkers,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,31255,0,1,1,FALSE
52,3,4,shadowMarkers,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,42127,0,1,1,FALSE
52,3,4,shadowMarkers,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,57775,0,1,1,FALSE
52,3,4,shadowMarkers,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,61412,0,1,1,FALSE
52,3,4,shadowMarkers,0,5,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,65105,0,1,1,FALSE
52,3,4,shadowMarkers,0,6,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,68783,0,1,1,FALSE
52,3,4,shadowMarkers,0,7,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,71622,0,1,1,FALSE
52,3,4,shadowMarkers,0,8,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,75026,0,1,1,FALSE
52,3,4,shadowMarkers,0,9,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-5;scatterplot-9;,3995,77951,1,0,0,FALSE
52,3,4,shadowMarkers,1,1,scatterplots,scatterplots,scatterplot-41;scatterplot-78;scatterplot-90;scatterplot-88;scatterplot-60;scatterplot-63;scatterplot-1;scatterplot-58;scatterplot-61;,4005,17970,1,0,0,FALSE
52,3,4,shadowMarkers,2,1,scatterplots,scatterplots,scatterplot-89;scatterplot-10;scatterplot-57;scatterplot-79;scatterplot-40;scatterplot-68;scatterplot-77;scatterplot-56;scatterplot-66;,4298,11711,1,0,0,FALSE
44,2,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3052,26337,0,1,1,FALSE
44,2,4,overlays,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3052,68496,0,1,1,FALSE
44,2,4,overlays,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3052,79283,0,1,1,FALSE
44,2,4,overlays,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,3052,85447,1,0,0,FALSE
44,2,4,overlays,1,1,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,7372,0,1,1,FALSE
44,2,4,overlays,1,2,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,15197,0,1,1,FALSE
44,2,4,overlays,1,3,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,20582,0,1,1,FALSE
44,2,4,overlays,1,4,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,31177,0,1,1,FALSE
44,2,4,overlays,1,5,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,55157,0,1,1,FALSE
44,2,4,overlays,1,6,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,67266,0,1,1,FALSE
44,2,4,overlays,1,7,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,77358,0,1,1,FALSE
44,2,4,overlays,1,8,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,83034,0,1,1,FALSE
44,2,4,overlays,1,9,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,88438,0,1,1,FALSE
44,2,4,overlays,1,10,scatterplots,scatterplots,scatterplot-28;scatterplot-58;scatterplot-85;scatterplot-39;scatterplot-81;scatterplot-2;scatterplot-61;scatterplot-48;scatterplot-41;,3058,94382,1,0,0,FALSE
44,2,4,overlays,2,1,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,6137,0,1,1,FALSE
44,2,4,overlays,2,2,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,15576,0,1,1,FALSE
44,2,4,overlays,2,3,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,33422,0,1,1,FALSE
44,2,4,overlays,2,4,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,54231,0,1,1,FALSE
44,2,4,overlays,2,5,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,64833,0,1,1,FALSE
44,2,4,overlays,2,6,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,70661,0,1,1,FALSE
44,2,4,overlays,2,7,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,84471,0,1,1,FALSE
44,2,4,overlays,2,8,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,95348,0,1,1,FALSE
44,2,4,overlays,2,9,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,118176,0,1,1,FALSE
44,2,4,overlays,2,10,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,125859,0,1,1,FALSE
44,2,4,overlays,2,11,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,132727,0,1,1,FALSE
44,2,4,overlays,2,12,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,148062,0,1,1,FALSE
44,2,4,overlays,2,13,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,169082,0,1,1,FALSE
44,2,4,overlays,2,14,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,175292,0,1,1,FALSE
44,2,4,overlays,2,15,scatterplots,scatterplots,scatterplot-19;scatterplot-24;scatterplot-72;scatterplot-61;scatterplot-30;scatterplot-26;scatterplot-48;scatterplot-6;scatterplot-66;,3091,184927,0,1,1,TRUE
54,6,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1907,109688,1,0,0,FALSE
54,6,4,overlays,1,1,scatterplots,scatterplots,scatterplot-82;scatterplot-58;scatterplot-60;scatterplot-99;scatterplot-35;scatterplot-79;scatterplot-39;scatterplot-87;scatterplot-90;,1842,84823,1,0,0,FALSE
54,6,4,overlays,2,1,scatterplots,scatterplots,scatterplot-65;scatterplot-27;scatterplot-87;scatterplot-6;scatterplot-88;scatterplot-41;scatterplot-30;scatterplot-59;scatterplot-47;,1797,65785,1,0,0,FALSE
58,1,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1704,9009,0,1,1,FALSE
58,1,4,smallMultiples,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1704,16031,0,1,1,FALSE
58,1,4,smallMultiples,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1704,23185,0,1,1,FALSE
58,1,4,smallMultiples,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,1704,31496,1,0,0,FALSE
58,1,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-56;scatterplot-33;scatterplot-41;scatterplot-48;scatterplot-71;scatterplot-17;scatterplot-77;scatterplot-39;scatterplot-40;,1904,6205,0,1,1,FALSE
58,1,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-56;scatterplot-33;scatterplot-41;scatterplot-48;scatterplot-71;scatterplot-17;scatterplot-77;scatterplot-39;scatterplot-40;,1904,11753,0,1,1,FALSE
58,1,4,smallMultiples,1,3,scatterplots,scatterplots,scatterplot-56;scatterplot-33;scatterplot-41;scatterplot-48;scatterplot-71;scatterplot-17;scatterplot-77;scatterplot-39;scatterplot-40;,1904,15613,1,0,0,FALSE
58,1,4,smallMultiples,2,1,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,6529,0,1,1,FALSE
58,1,4,smallMultiples,2,2,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,12372,0,1,1,FALSE
58,1,4,smallMultiples,2,3,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,15044,0,1,1,FALSE
58,1,4,smallMultiples,2,4,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,18600,0,1,1,FALSE
58,1,4,smallMultiples,2,5,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,21748,0,1,1,FALSE
58,1,4,smallMultiples,2,6,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,24752,0,1,1,FALSE
58,1,4,smallMultiples,2,7,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,27176,0,1,1,FALSE
58,1,4,smallMultiples,2,8,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,30928,0,1,1,FALSE
58,1,4,smallMultiples,2,9,scatterplots,scatterplots,scatterplot-82;scatterplot-72;scatterplot-79;scatterplot-85;scatterplot-1;scatterplot-47;scatterplot-50;scatterplot-87;scatterplot-88;,1964,33268,1,0,0,FALSE
58,1,4,overlays,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2233,12362,0,1,1,FALSE
58,1,4,overlays,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2233,17746,0,1,1,FALSE
58,1,4,overlays,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2233,24743,0,1,1,FALSE
58,1,4,overlays,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-5;scatterplot-2;scatterplot-4;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2233,29483,1,0,0,FALSE
58,1,4,overlays,1,1,scatterplots,scatterplots,scatterplot-23;scatterplot-4;scatterplot-90;scatterplot-96;scatterplot-72;scatterplot-12;scatterplot-79;scatterplot-88;scatterplot-19;,2122,6995,0,1,1,FALSE
58,1,4,overlays,1,2,scatterplots,scatterplots,scatterplot-23;scatterplot-4;scatterplot-90;scatterplot-96;scatterplot-72;scatterplot-12;scatterplot-79;scatterplot-88;scatterplot-19;,2122,10095,0,1,1,FALSE
58,1,4,overlays,1,3,scatterplots,scatterplots,scatterplot-23;scatterplot-4;scatterplot-90;scatterplot-96;scatterplot-72;scatterplot-12;scatterplot-79;scatterplot-88;scatterplot-19;,2122,12895,0,1,1,FALSE
58,1,4,overlays,1,4,scatterplots,scatterplots,scatterplot-23;scatterplot-4;scatterplot-90;scatterplot-96;scatterplot-72;scatterplot-12;scatterplot-79;scatterplot-88;scatterplot-19;,2122,15443,0,1,1,FALSE
58,1,4,overlays,1,5,scatterplots,scatterplots,scatterplot-23;scatterplot-4;scatterplot-90;scatterplot-96;scatterplot-72;scatterplot-12;scatterplot-79;scatterplot-88;scatterplot-19;,2122,18239,1,0,0,FALSE
58,1,4,overlays,2,1,scatterplots,scatterplots,scatterplot-25;scatterplot-64;scatterplot-20;scatterplot-82;scatterplot-81;scatterplot-30;scatterplot-24;scatterplot-73;scatterplot-26;,1935,5891,0,1,1,FALSE
58,1,4,overlays,2,2,scatterplots,scatterplots,scatterplot-25;scatterplot-64;scatterplot-20;scatterplot-82;scatterplot-81;scatterplot-30;scatterplot-24;scatterplot-73;scatterplot-26;,1935,9395,0,1,1,FALSE
58,1,4,overlays,2,3,scatterplots,scatterplots,scatterplot-25;scatterplot-64;scatterplot-20;scatterplot-82;scatterplot-81;scatterplot-30;scatterplot-24;scatterplot-73;scatterplot-26;,1935,15036,0,1,1,FALSE
58,1,4,overlays,2,4,scatterplots,scatterplots,scatterplot-25;scatterplot-64;scatterplot-20;scatterplot-82;scatterplot-81;scatterplot-30;scatterplot-24;scatterplot-73;scatterplot-26;,1935,18295,0,1,1,FALSE
58,1,4,overlays,2,5,scatterplots,scatterplots,scatterplot-25;scatterplot-64;scatterplot-20;scatterplot-82;scatterplot-81;scatterplot-30;scatterplot-24;scatterplot-73;scatterplot-26;,1935,20740,0,1,1,FALSE
58,1,4,overlays,2,6,scatterplots,scatterplots,scatterplot-25;scatterplot-64;scatterplot-20;scatterplot-82;scatterplot-81;scatterplot-30;scatterplot-24;scatterplot-73;scatterplot-26;,1935,22804,0,1,1,FALSE
58,1,4,overlays,2,7,scatterplots,scatterplots,scatterplot-25;scatterplot-64;scatterplot-20;scatterplot-82;scatterplot-81;scatterplot-30;scatterplot-24;scatterplot-73;scatterplot-26;,1935,24984,1,0,0,FALSE
54,6,4,smallMultiples,0,1,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2093,42903,0,1,1,FALSE
54,6,4,smallMultiples,0,2,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2093,48553,0,1,1,FALSE
54,6,4,smallMultiples,0,3,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2093,61508,0,1,1,FALSE
54,6,4,smallMultiples,0,4,scatterplots,scatterplots,scatterplot-0;scatterplot-1;scatterplot-2;scatterplot-4;scatterplot-5;scatterplot-6;scatterplot-7;scatterplot-8;scatterplot-9;,2093,73132,1,0,0,FALSE
54,6,4,smallMultiples,1,1,scatterplots,scatterplots,scatterplot-47;scatterplot-88;scatterplot-33;scatterplot-77;scatterplot-94;scatterplot-5;scatterplot-72;scatterplot-17;scatterplot-24;,1959,26778,0,1,1,FALSE
54,6,4,smallMultiples,1,2,scatterplots,scatterplots,scatterplot-47;scatterplot-88;scatterplot-33;scatterplot-77;scatterplot-94;scatterplot-5;scatterplot-72;scatterplot-17;scatterplot-24;,1959,37287,1,0,0,FALSE
